measurementPoint,e2eLatencyMax-Min,e2eLatencyMax-Mean,e2eLatencyMax-Max,e2eLatencyMean-Min,e2eLatencyMean-Mean,e2eLatencyMean-Max,e2eLatencyMin-Min,e2eLatencyMin-Mean,e2eLatencyMin-Max,e2eLatency95%-Min,e2eLatency95%-Mean,e2eLatency95%-Max,e2eLatencyUnit,e2eLatencyFactor,e2eLatencyAvailability,e2eLatencyConfigChanges,e2eDelayTargetMin,e2eDelayTargetMean,e2eDelayTargetMax,e2eDelayTargetTotal,e2eDelayTargetUnit,e2eDelayTargetFactor,e2eDelayTargetAvailability,e2eDelayTargetConfigChanges,localRoundtripTimeMax-Min,localRoundtripTimeMax-Mean,localRoundtripTimeMax-Max,localRoundtripTimeMean-Min,localRoundtripTimeMean-Mean,localRoundtripTimeMean-Max,localRoundtripTimeMin-Min,localRoundtripTimeMin-Mean,localRoundtripTimeMin-Max,localRoundtripTimeUnit,localRoundtripTimeFactor,localRoundtripTimeAvailability,localRoundtripTimeConfigChanges,remoteRoundtripTimeMax-Min,remoteRoundtripTimeMax-Mean,remoteRoundtripTimeMax-Max,remoteRoundtripTimeMean-Min,remoteRoundtripTimeMean-Mean,remoteRoundtripTimeMean-Max,remoteRoundtripTimeMin-Min,remoteRoundtripTimeMin-Mean,remoteRoundtripTimeMin-Max,remoteRoundtripTimeUnit,remoteRoundtripTimeFactor,remoteRoundtripTimeAvailability,remoteRoundtripTimeConfigChanges,applicationResponseTimeThresholdMin,applicationResponseTimeThresholdMean,applicationResponseTimeThresholdMax,applicationResponseTimeThresholdTotal,applicationResponseTimeThresholdUnit,applicationResponseTimeThresholdFactor,applicationResponseTimeThresholdAvailability,applicationResponseTimeThresholdConfigChanges,roundtripTimeEventThresholdMin,roundtripTimeEventThresholdMean,roundtripTimeEventThresholdMax,roundtripTimeEventThresholdTotal,roundtripTimeEventThresholdUnit,roundtripTimeEventThresholdFactor,roundtripTimeEventThresholdAvailability,roundtripTimeEventThresholdConfigChanges,e2eLatency99%-Min,e2eLatency99%-Mean,e2eLatency99%-Max,e2eLatency99.9%-Min,e2eLatency99.9%-Mean,e2eLatency99.9%-Max
rt-class/CUST_CLine/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_Clearborn/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,43844,43866,43887,43844,43866,43887,43844,43866,43887,ms,1000,17,,6455,6455,6455,6455,6455,6455,6455,6455,6455,ms,1000,8,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_DarkCross/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_Excalibur/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_FlowCapital//London_CNE/CustomerGateway//class-default,645355000,1369970000,4098457000,154777400,196727989,240886749,24550000,26628500,28901000,385277497,513589104,652839547,ms,1000000,100,,1000000000,1000000000,1000000000,12000000000,ms,1000000,100,,38753,38977,39249,38704,38711,38716,38629,38647,38657,ms,1000,100,,48553,285441,1032766,29635,52311,92021,143,1939,14318,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,,,,,,
rt-class/CUST_GreenSyke/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,15847,15889,15916,15822,15864,15905,15785,15833,15900,ms,1000,42,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_HedgeFuture/London_CNE//CustomerGateway//class-default,63063000,148734916,288626000,8992239,15241648,30541091,5724000,6408750,8184000,19086168,40099822,90126617,ms,1000000,100,,500000000,500000000,500000000,6000000000,ms,1000000,100,,15898,29241,38767,15835,16214,17909,15748,15768,15781,ms,1000,100,,3201,20391,139865,2637,3349,7953,143,1047,2554,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,41474954,108569852,248675613,,,
rt-class/CUST_JJR-inc/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_LaSalle/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_MapleGroup/London_CNE//CustomerGateway//class-default,57141000,333413333,473414000,57141000,254936907,365669223,55598000,56670333,57272000,57141000,333413333,473414000,ms,1000000,25,,500000000,500000000,500000000,6000000000,ms,1000000,100,,98136,98136,98136,98091,98091,98091,98076,98076,98076,ms,1000,8,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,57141000,333413333,473414000,,,
rt-class/CUST_NP-Trading/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_Optnet/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_RJC-Partners/London_CNE//CustomerGateway//class-default,58756000,259335916,1406810000,9070341,15001586,27691968,5690000,6128833,7562000,21083004,38510826,84903350,ms,1000000,100,,500000000,500000000,500000000,6000000000,ms,1000000,100,,15894,15940,16078,15826,15842,15851,15717,15748,15775,ms,1000,100,,3278,3965,6241,2833,2931,3009,2173,2363,2545,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,39461996,96830416,243775721,,,
rt-class/CUST_RiteNote/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_SchwartzCap//London_CNE/CustomerGateway//class-default,4942000,11402000,28220000,4518600,5191687,5755986,2758000,3768750,4331000,4942000,6415139,6917332,ms,1000000,100,,1000000000,1000000000,1000000000,12000000000,ms,1000000,100,,97675,97731,97798,97675,97686,97696,97622,97645,97675,ms,1000,100,,3059,3256,4935,2939,3006,3283,2096,2792,2996,ms,1000,92,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,,,,,,
rt-class/CUST_Securitize/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_SorrinPtnrs/London_CNE//CustomerGateway//class-default,6728000,6823500,6919000,5187365,5189370,5191375,2758000,3304000,3850000,6451920,6549670,6647420,ms,1000000,17,,500000000,500000000,500000000,6000000000,ms,1000000,100,,97675,97711,97747,97675,97679,97685,97630,97659,97675,ms,1000,33,,3025,3057,3088,2996,2996,2996,2916,2945,2973,ms,1000,17,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,6728000,6754516,6781033,,,
rt-class/CUST_TertiarLLC/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_Ukemi/London_CNE//CustomerGateway//class-default,645355000,1369970000,4098457000,154777400,196727989,240886749,24550000,26628500,28901000,385277497,513589104,652839547,ms,1000000,100,,500000000,500000000,500000000,6000000000,ms,1000000,100,,38753,38977,39249,38704,38711,38717,38629,38647,38657,ms,1000,100,,48553,285441,1032766,36104,55313,107279,764,3810,14318,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,535031041,1056158958,3207940174,,,
rt-class/CUST_WallCity/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_WhiteLine/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_Xtense/London_CNE//CustomerGateway//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,500000000,500000000,500000000,6000000000,ms,1000000,100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CUST_YTrade//London_CNE/CustomerGateway//class-default,57141000,333413333,473414000,57141000,254936907,365669223,55598000,56670333,57272000,57141000,333413333,473414000,ms,1000000,25,,1000000000,1000000000,1000000000,12000000000,ms,1000000,100,,98136,98136,98136,98091,98091,98091,98076,98076,98076,ms,1000,8,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,,,,,,
rt-class/CustomerGateway//London_CNE/CUST_AlphaChase//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,97702,97722,97767,59328,84048,97692,15788,73103,97670,ms,1000,83,,2994,3248,4935,2939,3011,3283,2096,2784,2994,ms,1000,83,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_Arco//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,43883,43943,44281,43850,43865,43897,43815,43827,43845,ms,1000,92,,6390,7505,9625,3945,4253,4442,2997,3324,3449,ms,1000,92,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_BlaiseCapital//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_BriteEdge//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,43924,43990,44356,35384,41608,43895,15757,29805,43828,ms,1000,100,,7020,8949,10693,4158,4247,4328,2864,2950,3066,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_BroadwayLLC//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_CLine//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_Clearborn//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,43887,43887,43887,43887,43887,43887,43887,43887,43887,ms,1000,8,,6455,6455,6455,6455,6455,6455,6455,6455,6455,ms,1000,8,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_DarkCross//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_Excalibur//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_GreenSyke//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,15847,15889,15916,15822,15864,15905,15785,15833,15900,ms,1000,42,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_HedgeFuture//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,15898,31142,38767,15835,16214,17909,15748,15768,15781,ms,1000,100,,3201,20391,139865,2637,3349,7953,143,1047,2554,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_JJR-inc//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_LaSalle//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_MapleGroup//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,98136,98136,98136,98091,98091,98091,98076,98076,98076,ms,1000,8,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_NP-Trading//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_Optnet//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000,0,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
rt-class/CustomerGateway//London_CNE/CUST_RJC-Partners//class-default,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ms,1000000,0,,-1,-1,-1,-1,ms,1000000,0,,15894,15940,16078,15825,15842,15851,15717,15748,15775,ms,1000,100,,3278,3965,6241,2833,2931,3009,2173,2363,2545,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,200000,200000,200000,2400000,ms,1000,100,,-1,-1,-1,,,
